dimension_id,dimension_name,element_key,element_name
OBJ9106729,Groupe d'âge,28315409,Total
OBJ9106729,Groupe d'âge,28730659,Moins de 5 ans
OBJ9106729,Groupe d'âge,28730649,15 ans et plus
OBJ9106729,Groupe d'âge,28730759,15-24 ans
OBJ9106729,Groupe d'âge,28315499,15-19 ans
OBJ9106729,Groupe d'âge,28730769,15-17 ans
OBJ9106729,Groupe d'âge,28730779,18-19 ans
OBJ9106729,Groupe d'âge,28730669,15-49 ans
OBJ9106729,Groupe d'âge,28315529,20-24 ans
OBJ9106729,Groupe d'âge,28730699,20-29 ans
OBJ9106729,Groupe d'âge,28730679,20-69 ans
OBJ9106729,Groupe d'âge,28315559,25-29 ans
OBJ9106729,Groupe d'âge,28730709,30-39 ans
OBJ9106729,Groupe d'âge,28730719,40-49 ans
OBJ9106729,Groupe d'âge,28730729,50-59 ans
OBJ9106729,Groupe d'âge,28730739,60-69 ans
OBJ9106729,Groupe d'âge,28315919,Non applicable
