dimension_id,dimension_name,element_key,element_name
OBJ11279099,Valeur,28751709,Prix courants en million de dinars
OBJ11279099,Valeur,28751719,Évolution en pourcentage au prix courant
OBJ11279099,Valeur,28751729,Structure en pourcentage aux prix courants
OBJ11279099,Valeur,28751739,Prix constants de l'année précédente en million de dinars
OBJ11279099,Valeur,28751749,Évolution en pourcentage au prix constants de l'année précédente
OBJ11279099,Valeur,28751759,Structure en pourcentage au prix constants de l'année précédente
