dimension_id,dimension_name,element_key,element_name
OBJ5258919,Secteur institutionnel,27916429,Sociétés non financières
OBJ5258919,Secteur institutionnel,27916439,Sociétés financières
OBJ5258919,Secteur institutionnel,27916449,Administrations publiques
OBJ5258919,Secteur institutionnel,27916459,Ménages
OBJ5258919,Secteur institutionnel,27916469,Total des secteurs institutionnels résidents
OBJ5258919,Secteur institutionnel,27924079,Reste du monde
OBJ5258919,Secteur institutionnel,27924089,Total
