dimension_id,dimension_name,element_key,element_name
OBJ5258839,Secteur d'activité,27916039,Agriculture et pêche
OBJ5258839,Secteur d'activité,27916049,Industries manufacturières
OBJ5258839,Secteur d'activité,27916059,Industries Agro-alimentaires
OBJ5258839,Secteur d'activité,27916069,Industrie du Tabac
OBJ5258839,Secteur d'activité,27916079,"Textile, Habillement et cuir"
OBJ5258839,Secteur d'activité,27916089,Industries diverses
OBJ5258839,Secteur d'activité,27916099,Raffinage de pétrole
OBJ5258839,Secteur d'activité,27916109,Industries chimiques
OBJ5258839,Secteur d'activité,27916119,"Materiaux de construction, céramique et verre"
OBJ5258839,Secteur d'activité,27916129,Industries mécaniques et éléctriques
OBJ5258839,Secteur d'activité,27916139,Industries non manufacturières
OBJ5258839,Secteur d'activité,27916149,Extraction de pétrole  et gaz naturel
OBJ5258839,Secteur d'activité,27916159,Mines
OBJ5258839,Secteur d'activité,27916169,Electricité et Gaz
OBJ5258839,Secteur d'activité,27916179,Eau
OBJ5258839,Secteur d'activité,27916189,Bâtiment et génie civil
OBJ5258839,Secteur d'activité,27916199,Activités de services marchands
OBJ5258839,Secteur d'activité,27916209,Entretien et réparation
OBJ5258839,Secteur d'activité,27916219,Commerce
OBJ5258839,Secteur d'activité,27916229,Services d'hôtellerie et de restauration
OBJ5258839,Secteur d'activité,27916239,Transports
OBJ5258839,Secteur d'activité,27916249,Poste et télécommunication
OBJ5258839,Secteur d'activité,27916259,Services financiers
OBJ5258839,Secteur d'activité,27916269,Autres Services marchands
OBJ5258839,Secteur d'activité,27916279,Consommation intermédiaire non ventilée en service financiers (en -)
OBJ5258839,Secteur d'activité,27916289,Activités marchands
OBJ5258839,Secteur d'activité,27916299,Activités non marchands
OBJ5258839,Secteur d'activité,27916309,Services de l'Administration publique
OBJ5258839,Secteur d'activité,28738659,Services fournis par les organisations associatives
OBJ5258839,Secteur d'activité,27916329,Services domestiques
OBJ5258839,Secteur d'activité,27916339,PIB (aux cout des facteurs)
OBJ5258839,Secteur d'activité,27916349,Impôts indirects nets de subventions sur les produits
OBJ5258839,Secteur d'activité,27916359,PIB (aux prix du marché)
